trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
107,False,"{'a': 0.7, 'e': 0.337754400898902}",30,18,10.235380165024313,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.7, 'e': 0.334376856889913}",20,13,1.934777644169369,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.7, 'e': 0.33103308832101386}",35,14,-15.692726451894119,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
110,False,"{'a': 0.7, 'e': 0.3277227574378037}",30,7,-132.43469948097672,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 3}",1
111,False,"{'a': 0.7, 'e': 0.3244455298634257}",20,0,-86.9942585063162,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
112,False,"{'a': 0.7, 'e': 0.3212010745647914}",25,15,-7.870023420084736,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.7, 'e': 0.3179890638191435}",25,16,1.9128634257749955,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.7, 'e': 0.31480917318095203}",20,2,20.258011483577405,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.7, 'e': 0.3116610814491425}",30,0,-40.53803283164966,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
116,False,"{'a': 0.7, 'e': 0.30854447063465107}",20,0,-16.255893589418065,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
117,False,"{'a': 0.7, 'e': 0.30545902592830454}",20,9,-6.0490410561373285,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.7, 'e': 0.3024044356690215}",20,0,3.888827608501974,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
119,False,"{'a': 0.7, 'e': 0.29938039131233124}",35,0,-101.27874866138265,"{0: 30, 1: 1, 2: 1, 3: 0, 4: 3}",0
120,False,"{'a': 0.7, 'e': 0.2963865873992079}",25,0,-12.303110366741045,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
121,False,"{'a': 0.7, 'e': 0.29342272152521587}",25,17,12.30553870527348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.7, 'e': 0.2904884943099637}",25,0,-10.748481250968254,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
123,False,"{'a': 0.7, 'e': 0.28758360936686406}",30,7,-3.8594141232991444,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
124,False,"{'a': 0.7, 'e': 0.2847077732731954}",35,0,-19.458722340531317,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",0
125,False,"{'a': 0.7, 'e': 0.28186069554046345}",35,18,-43.11043827604903,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
126,False,"{'a': 0.7, 'e': 0.2790420885850588}",20,0,7.701187824529467,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.7, 'e': 0.2762516676992082}",25,8,16.04063963183995,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.7, 'e': 0.27348915102221616}",25,0,-31.727025902590178,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
129,False,"{'a': 0.7, 'e': 0.270754259511994}",20,0,-4.128299710287923,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
130,False,"{'a': 0.7, 'e': 0.26804671691687404}",20,0,18.348133991682072,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
131,False,"{'a': 0.7, 'e': 0.2653662497477053}",25,16,8.611392881181743,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.7, 'e': 0.2627125872502282}",25,0,-10.925678579848618,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
133,False,"{'a': 0.7, 'e': 0.2600854613777259}",25,2,-64.63418255254008,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
134,False,"{'a': 0.7, 'e': 0.2574846067639487}",20,0,-28.925251733982826,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
135,False,"{'a': 0.7, 'e': 0.2549097606963092}",30,22,11.173740798580873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.7, 'e': 0.2523606630893461}",20,10,-35.69612475705667,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
137,False,"{'a': 0.7, 'e': 0.24983705645845267}",20,0,5.185552711030484,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
138,False,"{'a': 0.7, 'e': 0.24733868589386815}",25,17,2.5620242328893044,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.7, 'e': 0.24486529903492946}",25,16,-0.04527482299974306,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.7, 'e': 0.24241664604458016}",20,0,-23.71646979835757,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
141,False,"{'a': 0.7, 'e': 0.23999247958413436}",30,13,12.870942822083013,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
142,False,"{'a': 0.7, 'e': 0.23759255478829303}",25,12,19.889967558305017,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.7, 'e': 0.2352166292404101}",20,8,-15.432392607754748,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
144,False,"{'a': 0.7, 'e': 0.232864462948006}",25,11,23.803240045782857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.7, 'e': 0.23053581831852593}",20,6,18.83138302028488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.7, 'e': 0.22823046013534068}",30,14,21.265557830636176,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.7, 'e': 0.22594815553398728}",30,5,32.652291488850686,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.7, 'e': 0.22368867397864742}",30,9,-3.3875371146640028,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.7, 'e': 0.22145178723886094}",30,0,-61.357696038417515,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
150,False,"{'a': 0.7, 'e': 0.21923726936647234}",25,8,7.356636413549697,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
151,False,"{'a': 0.7, 'e': 0.2170448966728076}",25,18,-2.1842432488764234,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.7, 'e': 0.21487444770607952}",20,14,0.9262473760500047,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.7, 'e': 0.21272570322901874}",30,0,-3.1139239800033587,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
154,False,"{'a': 0.7, 'e': 0.21059844619672854}",25,0,20.736024527853008,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
155,False,"{'a': 0.7, 'e': 0.20849246173476127}",25,7,29.147717494411292,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.7, 'e': 0.20640753711741366}",20,0,-24.411240959182546,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
157,False,"{'a': 0.7, 'e': 0.20434346174623952}",25,5,-8.422601427331417,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.7, 'e': 0.20230002712877712}",25,14,-25.581520107300097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.7, 'e': 0.20027702685748935}",25,0,-4.38501873984554,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
160,False,"{'a': 0.7, 'e': 0.19827425658891445}",25,11,23.665865407038293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.7, 'e': 0.1962915140230253}",25,7,8.766934408424884,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
162,False,"{'a': 0.7, 'e': 0.19432859888279505}",20,14,-2.1089131125721874,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.7, 'e': 0.1923853128939671}",25,14,8.21087075750263,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.7, 'e': 0.19046145976502743}",25,13,11.93844066222671,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.7, 'e': 0.18855684516737714}",20,3,12.569347971833547,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.7, 'e': 0.18667127671570335}",25,17,-5.442698657703316,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
167,False,"{'a': 0.7, 'e': 0.18480456394854633}",25,0,36.27373075434102,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
168,False,"{'a': 0.7, 'e': 0.18295651830906087}",25,0,-37.84903230000536,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
169,False,"{'a': 0.7, 'e': 0.18112695312597027}",30,20,-3.470601647246826,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
170,False,"{'a': 0.7, 'e': 0.17931568359471056}",25,6,7.186773443001789,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
171,False,"{'a': 0.7, 'e': 0.17752252675876345}",25,5,36.48716308817751,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.7, 'e': 0.17574730149117582}",30,2,37.92457664646334,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.7, 'e': 0.17398982847626407}",20,15,5.0494782474793665,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.7, 'e': 0.17224993019150142}",20,1,31.200982881190253,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.7, 'e': 0.1705274308895864}",20,0,-17.791960160180434,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
176,False,"{'a': 0.7, 'e': 0.16882215658069055}",20,0,18.682906712041,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.7, 'e': 0.16713393501488363}",20,11,17.578864897149057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.7, 'e': 0.16546259566473479}",20,8,11.070450191364321,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.7, 'e': 0.16380796970808745}",25,7,-22.87621493944638,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.7, 'e': 0.16216989001100657}",25,13,19.489447654441648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.7, 'e': 0.1605481911108965}",20,16,7.1423796965119095,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.7, 'e': 0.15894270919978754}",25,6,10.646704855678914,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
183,False,"{'a': 0.7, 'e': 0.15735328210778965}",30,7,16.0262207295587,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.7, 'e': 0.15577974928671176}",25,9,16.570205709202245,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.7, 'e': 0.15422195179384465}",20,2,28.93506167763233,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.7, 'e': 0.1526797322759062}",30,18,7.490890861214682,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.7, 'e': 0.15115293495314713}",25,8,15.462278213530372,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.7, 'e': 0.14964140560361566}",20,11,-24.43958207027599,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.7, 'e': 0.1481449915475795}",30,17,26.25062562233341,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.7, 'e': 0.1466635416321037}",25,11,23.914750158285482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.7, 'e': 0.14519690621578268}",30,12,26.44726088904449,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 0.14374493715362485}",20,8,7.707373494460091,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.7, 'e': 0.1423074877820886}",35,0,33.76361585204907,"{0: 33, 1: 1, 2: 1, 3: 0, 4: 0}",0
194,False,"{'a': 0.7, 'e': 0.1408844129042677}",20,0,-4.907964638474556,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
195,False,"{'a': 0.7, 'e': 0.13947556877522502}",30,23,11.392928167855814,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 0.13808081308747278}",30,16,7.356861367352692,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.7, 'e': 0.13670000495659804}",20,12,16.72919869698092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.7, 'e': 0.13533300490703207}",20,11,19.36193212928215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 0.13397967485796175}",30,20,-36.66459533053532,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
200,False,"{'a': 0.7, 'e': 0.13263987810938213}",30,16,7.897629288613689,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 0.1313134793282883}",20,14,10.87723022535372,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.7, 'e': 0.13000034453500542}",25,6,29.3089307263348,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 0.12870034108965536}",20,0,-11.201605841571933,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
204,False,"{'a': 0.7, 'e': 0.12741333767875881}",20,8,-7.780510846013394,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.7, 'e': 0.12613920430197123}",20,0,-22.66555962198315,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
206,False,"{'a': 0.7, 'e': 0.12487781225895152}",20,8,17.154775027307267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 0.123629034136362}",30,17,22.91805730085574,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.7, 'e': 0.12239274379499838}",20,9,-15.054609504623365,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
209,False,"{'a': 0.7, 'e': 0.1211688163570484}",20,15,9.06119113374099,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 0.11995712819347792}",30,22,15.104808861330117,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.7, 'e': 0.11875755691154315}",25,5,-23.404750908150625,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
212,False,"{'a': 0.7, 'e': 0.11756998134242772}",20,0,16.068714059069595,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
213,False,"{'a': 0.7, 'e': 0.11639428152900344}",25,11,14.572716171065622,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.7, 'e': 0.11523033871371341}",20,8,23.278853830181568,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 0.11407803532657627}",30,11,35.140533767386415,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 0.11293725497331052}",20,0,7.09067997463524,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
217,False,"{'a': 0.7, 'e': 0.1118078824235774}",20,0,18.50828017495172,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
218,False,"{'a': 0.7, 'e': 0.11068980359934164}",20,15,9.070883319928615,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.7, 'e': 0.10958290556334822}",20,3,17.018241998444733,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.7, 'e': 0.10848707650771475}",20,15,1.7790408610585688,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.7, 'e': 0.1074022057426376}",25,11,25.735889828574777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.7, 'e': 0.10632818368521123}",20,1,2.460073739498029,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 0.10526490184835911}",20,14,8.124751046945168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 0.10421225282987552}",30,19,11.633155034647512,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7, 'e': 0.10317013030157676}",35,7,31.057017521687627,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7, 'e': 0.10213842899856099}",25,0,37.643403958549165,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.7, 'e': 0.10111704470857538}",30,10,11.100021940998138,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 0.10010587426148963}",25,19,10.572817536577645,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.7, 'e': 0.09910481551887473}",20,1,-0.1480113502344842,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 0.09811376736368599}",25,10,-27.334955169265903,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
